438000000	0.842	1.57	0.02	0.02
437000000	0.846	1.57	0.02	0.02
436000000	0.852	1.57	0.02	0.02
435000000	0.859	1.57	0.02	0.02
434000000	0.866	1.57	0.02	0.02
433000000	0.875	1.57	0.02	0.02
432000000	0.884	1.57	0.02	0.02
431000000	0.894	1.57	0.02	0.02
430000000	0.904	1.57	0.02	0.02
429000000	0.914	1.57	0.02	0.02
428000000	0.925	1.57	0.02	0.02
427000000	0.934	1.56	0.02	0.02
426000000	0.942	1.56	0.02	0.02
425000000	0.949	1.56	0.02	0.02
424000000	0.956	1.56	0.02	0.02
423000000	0.965	1.56	0.02	0.02
422000000	0.974	1.55	0.02	0.02
421000000	0.983	1.55	0.02	0.02
420000000	0.992	1.55	0.02	0.02
419000000	1.002	1.54	0.024	0.027
418000000	1.01	1.54	0.028	0.033
417000000	1.017	1.53	0.032	0.040
416000000	1.023	1.52	0.036	0.046
415000000	1.028	1.52	0.040	0.053
414000000	1.032	1.51	0.044	0.059
413000000	1.035	1.5	0.048	0.066
412000000	1.036	1.49	0.052	0.072
411000000	1.037	1.49	0.056	0.079
410000000	1.036	1.48	0.060	0.085
409000000	1.034	1.47	0.064	0.092
408000000	1.032	1.46	0.068	0.098
407000000	1.028	1.45	0.072	0.105
406000000	1.023	1.44	0.076	0.111
405000000	1.018	1.43	0.080	0.118
404000000	1.011	1.42	0.084	0.124
403000000	1.003	1.41	0.088	0.131
402000000	0.995	1.4	0.092	0.137
401000000	0.985	1.39	0.096	0.144
400000000	0.975	1.38	0.1	0.15
399000000	0.964	1.38	0.103	0.155
398000000	0.953	1.38	0.105	0.160
397000000	0.941	1.38	0.108	0.165
396000000	0.929	1.37	0.110	0.170
395000000	0.915	1.37	0.113	0.175
394000000	0.901	1.37	0.115	0.180
393000000	0.886	1.37	0.118	0.185
392000000	0.87	1.36	0.120	0.190
391000000	0.853	1.36	0.123	0.195
390000000	0.836	1.36	0.125	0.200
389000000	0.818	1.36	0.128	0.205
388000000	0.801	1.36	0.130	0.210
387000000	0.799	1.37	0.133	0.215
386000000	0.798	1.37	0.135	0.220
385000000	0.797	1.37	0.138	0.225
384000000	0.797	1.37	0.140	0.230
383000000	0.796	1.38	0.143	0.235
382000000	0.796	1.38	0.145	0.240
381000000	0.795	1.38	0.148	0.245
380000000	0.795	1.38	0.15	0.25
379000000	0.794	1.39	0.16	0.26
378000000	0.794	1.39	0.17	0.27
377000000	0.793	1.39	0.18	0.28
376000000	0.792	1.39	0.19	0.29
375000000	0.792	1.4	0.20	0.30
374000000	0.793	1.4	0.21	0.31
373000000	0.794	1.4	0.22	0.32
372000000	0.8	1.4	0.23	0.33
371000000	0.808	1.4	0.24	0.34
370000000	0.818	1.41	0.25	0.35
369000000	0.828	1.41	0.26	0.36
368000000	0.838	1.41	0.27	0.37
367000000	0.847	1.41	0.28	0.38
366000000	0.856	1.42	0.29	0.39
365000000	0.864	1.42	0.30	0.40
364000000	0.873	1.42	0.31	0.41
363000000	0.881	1.42	0.32	0.42
362000000	0.889	1.43	0.33	0.43
361000000	0.895	1.43	0.34	0.44
360000000	0.901	1.43	0.35	0.45
359000000	0.905	1.43	0.36	0.46
358000000	0.907	1.43	0.37	0.47
357000000	0.907	1.43	0.38	0.48
356000000	0.905	1.43	0.39	0.49
355000000	0.9	1.43	0.4	0.5
354000000	0.895	1.43	0.408	0.51
353000000	0.888	1.43	0.416	0.52
352000000	0.88	1.43	0.424	0.53
351000000	0.872	1.43	0.432	0.54
350000000	0.864	1.43	0.440	0.55
349000000	0.854	1.42	0.448	0.56
348000000	0.843	1.4	0.456	0.57
347000000	0.83	1.39	0.464	0.58
346000000	0.817	1.37	0.472	0.59
345000000	0.803	1.36	0.480	0.60
344000000	0.789	1.34	0.488	0.61
343000000	0.775	1.33	0.496	0.62
342000000	0.763	1.31	0.504	0.63
341000000	0.753	1.3	0.512	0.64
340000000	0.744	1.28	0.520	0.65
339000000	0.737	1.26	0.528	0.66
338000000	0.731	1.24	0.536	0.67
337000000	0.725	1.22	0.544	0.68
336000000	0.72	1.2	0.552	0.69
335000000	0.716	1.19	0.560	0.70
334000000	0.712	1.17	0.568	0.71
333000000	0.71	1.15	0.576	0.72
332000000	0.708	1.13	0.584	0.73
331000000	0.709	1.11	0.592	0.74
330000000	0.711	1.09	0.6	0.75
329000000	0.715	1.09	0.605	0.758
328000000	0.721	1.09	0.61	0.767
327000000	0.729	1.09	0.615	0.775
326000000	0.736	1.09	0.62	0.783
325000000	0.744	1.09	0.625	0.792
324000000	0.751	1.09	0.63	0.800
323000000	0.757	1.09	0.635	0.808
322000000	0.764	1.09	0.64	0.817
321000000	0.771	1.09	0.645	0.825
320000000	0.777	1.09	0.65	0.833
319000000	0.784	1.09	0.655	0.842
318000000	0.79	1.1	0.66	0.850
317000000	0.797	1.1	0.665	0.858
316000000	0.804	1.11	0.67	0.867
315000000	0.81	1.11	0.675	0.875
314000000	0.817	1.11	0.68	0.883
313000000	0.823	1.12	0.685	0.892
312000000	0.83	1.12	0.69	0.900
311000000	0.836	1.13	0.695	0.908
310000000	0.843	1.13	0.7	0.917
309000000	0.85	1.14	0.705	0.925
308000000	0.857	1.15	0.71	0.933
307000000	0.863	1.15	0.715	0.942
306000000	0.865	1.16	0.72	0.950
305000000	0.863	1.17	0.725	0.958
304000000	0.859	1.18	0.73	0.967
303000000	0.853	1.19	0.735	0.975
302000000	0.845	1.19	0.74	0.983
301000000	0.834	1.2	0.745	0.992
300000000	0.822	1.21	0.75	1
299000000	0.81	1.21		
298000000	0.801	1.21		
297000000	0.797	1.21		
296000000	0.796	1.21
295000000	0.798	1.21
294000000	0.8	1.21
293000000	0.802	1.21
292000000	0.808	1.21
291000000	0.809	1.21
290000000	0.811	1.21
289000000	0.81	1.2
288000000	0.807	1.18
287000000	0.801	1.17
286000000	0.793	1.15
285000000	0.783	1.14
284000000	0.771	1.13
283000000	0.755	1.11
282000000	0.737	1.1
281000000	0.719	1.08
280000000	0.702	1.07
279000000	0.689	1.07
278000000	0.678	1.08
277000000	0.67	1.08
276000000	0.662	1.08
275000000	0.655	1.09
274000000	0.649	1.09
273000000	0.642	1.09
272000000	0.634	1.1
271000000	0.625	1.1
270000000	0.614	1.11
269000000	0.605	1.11
268000000	0.597	1.11
267000000	0.589	1.12
266000000	0.582	1.12
265000000	0.576	1.12
264000000	0.57	1.13
263000000	0.562	1.13
262000000	0.555	1.13
261000000	0.549	1.14
260000000	0.543	1.14
259000000	0.541	1.14
258000000	0.539	1.14
257000000	0.542	1.13
256000000	0.549	1.13
255000000	0.56	1.13
254000000	0.578	1.13
253000000	0.601	1.12
252000000	0.629	1.12
251000000	0.658	1.12
250000000	0.678	1.12
249000000	0.712	1.11
248000000	0.757	1.11
247000000	0.789	1.11
246000000	0.802	1.11
245000000	0.8	1.1
244000000	0.788	1.1
243000000	0.77	1.1
242000000	0.751	1.1
241000000	0.735	1.09
240000000	0.727	1.09
239000000	0.733	1.09
238000000	0.755	1.09
237000000	0.785	1.09
236000000	0.805	1.09
235000000	0.818	1.1
234000000	0.821	1.1
233000000	0.814	1.1
232000000	0.796	1.1
231000000	0.768	1.1
230000000	0.736	1.1
229000000	0.732	1.1
228000000	0.728	1.1
227000000	0.725	1.11
226000000	0.722	1.11
225000000	0.72	1.11
224000000	0.718	1.11
223000000	0.716	1.11
222000000	0.715	1.12
221000000	0.714	1.12
220000000	0.713	1.12
219000000	0.713	1.12
218000000	0.713	1.12
217000000	0.713	1.13
216000000	0.714	1.13
215000000	0.716	1.13
214000000	0.717	1.13
213000000	0.719	1.13
212000000	0.72	1.14
211000000	0.722	1.14
210000000	0.723	1.14
209000000	0.723	1.14
208000000	0.721	1.13
207000000	0.719	1.13
206000000	0.716	1.12
205000000	0.711	1.12
204000000	0.705	1.12
203000000	0.698	1.11
202000000	0.691	1.11
201000000	0.682	1.1
200000000	0.673	1.1
199000000	0.664	1.1
198000000	0.655	1.1
197000000	0.646	1.1
196000000	0.636	1.1
195000000	0.622	1.1
194000000	0.609	1.09
193000000	0.597	1.09
192000000	0.586	1.09
191000000	0.575	1.09
190000000	0.554	1.09
189000000	0.551	1.1
188000000	0.555	1.1
187000000	0.56	1.11
186000000	0.566	1.11
185000000	0.573	1.12
184000000	0.584	1.12
183000000	0.592	1.13
182000000	0.6	1.13
181000000	0.605	1.14
180000000	0.608	1.14
179000000	0.609	1.15
178000000	0.611	1.15
177000000	0.613	1.16
176000000	0.612	1.17
175000000	0.609	1.18
174000000	0.6	1.18
173000000	0.588	1.19
172000000	0.58	1.2
171000000	0.576	1.2
170000000	0.574	1.21
169000000	0.574	1.22
168000000	0.573	1.22
167000000	0.568	1.23
166000000	0.56	1.23
165000000	0.553	1.24
164000000	0.548	1.25
163000000	0.544	1.25
162000000	0.54	1.26
161000000	0.538	1.26
160000000	0.536	1.27
159000000	0.534	1.25
158000000	0.531	1.22
157000000	0.529	1.2
156000000	0.527	1.17
155000000	0.526	1.15
154000000	0.526	1.12
153000000	0.528	1.1
152000000	0.531	1.07
151000000	0.535	1.05
150000000	0.537	1.02
149000000	0.541	1.02
148000000	0.544	1.01
147000000	0.548	1.01
146000000	0.552	1
145000000	0.555	1
144000000	0.558	1
143000000	0.561	0.99
142000000	0.563	0.99
141000000	0.565	0.98
140000000	0.567	0.98
139000000	0.573	1.03
138000000	0.581	1.09
137000000	0.594	1.14
136000000	0.61	1.2
135000000	0.626	1.25
134000000	0.642	1.3
133000000	0.657	1.36
132000000	0.671	1.41
131000000	0.686	1.47
130000000	0.702	1.52
129000000	0.714	1.53
128000000	0.724	1.54
127000000	0.732	1.55
126000000	0.737	1.56
125000000	0.741	1.58
124000000	0.742	1.59
123000000	0.742	1.6
122000000	0.742	1.61
121000000	0.74	1.62
120000000	0.738	1.63		
119000000	0.735	1.64		
118000000	0.731	1.65		
117000000	0.726	1.66		
116000000	0.721	1.67		
115000000	0.716	1.68	0.75	1
114000000	0.705	1.69	0.767	1
113000000	0.719	1.7	0.783	1
112000000	0.731	1.71	0.800	1
111000000	0.739	1.72	0.817	1
110000000	0.747	1.73	0.833	1
109000000	0.752	1.72	0.850	1
108000000	0.756	1.71	0.867	1
107000000	0.758	1.71	0.883	1
106000000	0.758	1.7	0.900	1
105000000	0.758	1.69	0.917	1
104000000	0.758	1.68	0.933	1
103000000	0.758	1.67	0.950	1
102000000	0.757	1.67	0.967	1
101000000	0.755	1.66	0.983	1
100000000	0.754	1.65	1	1
99000000	0.75	1.62		
98000000	0.745	1.59		
97000000	0.739	1.57		
96000000	0.732	1.54		
95000000	0.724	1.51		
94000000	0.716	1.48		
93000000	0.705	1.45		
92000000	0.693	1.43		
91000000	0.681	1.4		
90000000	0.671	1.37		
89000000	0.669	1.37		
88000000	0.677	1.36
87000000	0.683	1.36
86000000	0.688	1.35
85000000	0.693	1.35
84000000	0.697	1.35
83000000	0.701	1.34
82000000	0.704	1.34
81000000	0.707	1.33
80000000	0.709	1.33
79000000	0.712	1.33
78000000	0.716	1.33
77000000	0.72	1.34
76000000	0.725	1.34
75000000	0.731	1.34
74000000	0.737	1.34
73000000	0.744	1.34
72000000	0.751	1.35
71000000	0.758	1.35
70000000	0.764	1.35
69000000	0.768	1.35
68000000	0.771	1.35
67000000	0.774	1.35
66000000	0.78	1.35
65000000	0.781	1.35
64000000	0.78	1.35
63000000	0.778	1.35
62000000	0.777	1.35
61000000	0.776	1.35
60000000	0.774	1.35
59000000	0.773	1.36
58000000	0.771	1.37
57000000	0.77	1.38
56000000	0.767	1.39
55000000	0.765	1.41
54000000	0.765	1.42
53000000	0.767	1.43
52000000	0.771	1.44
51000000	0.776	1.45
50000000	0.782	1.46
49000000	0.784	1.44
48000000	0.784	1.41
47000000	0.783	1.39
46000000	0.779	1.36
45000000	0.774	1.34
44000000	0.768	1.32
43000000	0.761	1.29
42000000	0.754	1.27
41000000	0.746	1.24
40000000	0.739	1.22
39000000	0.734	1.2
38000000	0.731	1.18
37000000	0.729	1.17
36000000	0.728	1.15
35000000	0.727	1.13
34000000	0.729	1.11
33000000	0.735	1.09
32000000	0.743	1.08
31000000	0.748	1.06
30000000	0.753	1.04
29000000	0.758	1.03
28000000	0.764	1.03
27000000	0.77	1.02
26000000	0.777	1.02
25000000	0.787	1.01
24000000	0.8	1
23000000	0.81	1
22000000	0.817	0.99
21000000	0.826	0.99
20000000	0.839	0.98
19000000	0.851	0.98
18000000	0.868	0.98
17000000	0.887	0.98
16000000	0.9	0.98
15000000	0.908	0.98
14000000	0.912	0.98
13000000	0.916	0.98
12000000	0.92	0.98
11000000	0.925	0.98
10000000	0.932	0.98
9000000 	0.937	0.98
8000000 	0.941	0.98		
7000000 	0.946	0.99		
6000000 	0.955	0.99		
5000000 	0.966	0.99		
4000000 	0.971	0.99		
3000000 	0.974	0.99		
2000000 	0.979	1		
1000000 	0.992	1		
0000000	1	1	1	1
